timestamp,value,_raw_score,likelihood_score,log_likelihood_score
2014-02-11 07:45:00,6.042,1.0,0.5,0.0301029996658834
2014-02-11 07:50:00,6.036,1.0,0.5,0.0301029996658834
2014-02-11 07:55:00,6.864,1.0,0.5,0.0301029996658834
2014-02-11 08:00:00,6.054,1.0,0.5,0.0301029996658834
2014-02-11 08:05:00,5.626,1.0,0.5,0.0301029996658834
2014-02-11 08:10:00,6.02,1.0,0.5,0.0301029996658834
2014-02-11 08:15:00,6.258,1.0,0.5,0.0301029996658834
2014-02-11 08:20:00,6.456,1.0,0.5,0.0301029996658834
2014-02-11 08:25:00,6.23,1.0,0.5,0.0301029996658834
2014-02-11 08:30:00,6.078,1.0,0.5,0.0301029996658834
2014-02-11 08:35:00,6.636,1.0,0.5,0.0301029996658834
2014-02-11 08:40:00,5.652,1.0,0.5,0.0301029996658834
2014-02-11 08:45:00,5.834,1.0,0.5,0.0301029996658834
2014-02-11 08:50:00,6.252,1.0,0.5,0.0301029996658834
2014-02-11 08:55:00,6.25,1.0,0.5,0.0301029996658834
2014-02-11 09:00:00,6.224,1.0,0.5,0.0301029996658834
2014-02-11 09:05:00,6.05,1.0,0.5,0.0301029996658834
2014-02-11 09:10:00,6.45,1.0,0.5,0.0301029996658834
2014-02-11 09:15:00,5.648,1.0,0.5,0.0301029996658834
2014-02-11 09:20:00,6.252,1.0,0.5,0.0301029996658834
2014-02-11 09:25:00,6.046,1.0,0.5,0.0301029996658834
2014-02-11 09:30:00,6.044,0.975,0.5,0.0301029996658834
2014-02-11 09:35:00,5.832,1.0,0.5,0.0301029996658834
2014-02-11 09:40:00,6.264,1.0,0.5,0.0301029996658834
2014-02-11 09:45:00,5.63,1.0,0.5,0.0301029996658834
2014-02-11 09:50:00,5.84,1.0,0.5,0.0301029996658834
2014-02-11 09:55:00,6.022,1.0,0.5,0.0301029996658834
2014-02-11 10:00:00,6.29,1.0,0.5,0.0301029996658834
2014-02-11 10:05:00,5.626,1.0,0.5,0.0301029996658834
2014-02-11 10:10:00,5.832,0.975,0.5,0.0301029996658834
2014-02-11 10:15:00,6.46,1.0,0.5,0.0301029996658834
2014-02-11 10:20:00,6.22,1.0,0.5,0.0301029996658834
2014-02-11 10:25:00,5.842,1.0,0.5,0.0301029996658834
2014-02-11 10:30:00,5.846,1.0,0.5,0.0301029996658834
2014-02-11 10:35:00,5.844,1.0,0.5,0.0301029996658834
2014-02-11 10:40:00,6.078,1.0,0.5,0.0301029996658834
2014-02-11 10:45:00,6.036,1.0,0.5,0.0301029996658834
2014-02-11 10:50:00,6.252,1.0,0.5,0.0301029996658834
2014-02-11 10:55:00,6.838,1.0,0.5,0.0301029996658834
2014-02-11 11:00:00,5.65,1.0,0.5,0.0301029996658834
2014-02-11 11:05:00,6.05,1.0,0.5,0.0301029996658834
2014-02-11 11:10:00,6.232,1.0,0.5,0.0301029996658834
2014-02-11 11:15:00,6.05,1.0,0.5,0.0301029996658834
2014-02-11 11:20:00,6.052,1.0,0.5,0.0301029996658834
2014-02-11 11:25:00,7.262,0.975,0.5,0.0301029996658834
