timestamp,value,_raw_score,likelihood_score,log_likelihood_score
2013-12-02 21:15:00,73.96732207,1.0,0.5,0.0301029996658834
2013-12-02 21:20:00,74.935882,1.0,0.5,0.0301029996658834
2013-12-02 21:25:00,76.12416182,1.0,0.5,0.0301029996658834
2013-12-02 21:30:00,78.14070732,1.0,0.5,0.0301029996658834
2013-12-02 21:35:00,79.32983574,1.0,0.5,0.0301029996658834
2013-12-02 21:40:00,78.71041827,1.0,0.5,0.0301029996658834
2013-12-02 21:45:00,80.26978421,1.0,0.5,0.0301029996658834
2013-12-02 21:50:00,80.27282792,1.0,0.5,0.0301029996658834
2013-12-02 21:55:00,80.35342468,1.0,0.5,0.0301029996658834
2013-12-02 22:00:00,79.48652315,1.0,0.5,0.0301029996658834
2013-12-02 22:05:00,80.78327674,1.0,0.5,0.0301029996658834
2013-12-02 22:10:00,79.50815854,1.0,0.5,0.0301029996658834
2013-12-02 22:15:00,79.30203285,1.0,0.5,0.0301029996658834
2013-12-02 22:20:00,80.80262407,1.0,0.5,0.0301029996658834
2013-12-02 22:25:00,80.37778929,1.0,0.5,0.0301029996658834
2013-12-02 22:30:00,80.47923735,1.0,0.5,0.0301029996658834
2013-12-02 22:35:00,81.42356028,1.0,0.5,0.0301029996658834
2013-12-02 22:40:00,81.37357535,1.0,0.5,0.0301029996658834
2013-12-02 22:45:00,81.69094215,1.0,0.5,0.0301029996658834
2013-12-02 22:50:00,80.18124978,1.0,0.5,0.0301029996658834
2013-12-02 22:55:00,81.76717835,1.0,0.5,0.0301029996658834
2013-12-02 23:00:00,81.25978065,1.0,0.5,0.0301029996658834
2013-12-02 23:05:00,80.30293653,1.0,0.5,0.0301029996658834
2013-12-02 23:10:00,81.11459031,1.0,0.5,0.0301029996658834
2013-12-02 23:15:00,81.74810877,1.0,0.5,0.0301029996658834
2013-12-02 23:20:00,81.99460747,1.0,0.5,0.0301029996658834
2013-12-02 23:25:00,81.2580527,1.0,0.5,0.0301029996658834
2013-12-02 23:30:00,83.11803871,1.0,0.5,0.0301029996658834
2013-12-02 23:35:00,81.24702121,1.0,0.5,0.0301029996658834
2013-12-02 23:40:00,82.73586941,1.0,0.5,0.0301029996658834
2013-12-02 23:45:00,81.72332602,1.0,0.5,0.0301029996658834
2013-12-02 23:50:00,81.56235567,1.0,0.5,0.0301029996658834
2013-12-02 23:55:00,81.43553422,1.0,0.5,0.0301029996658834
2013-12-03 00:00:00,81.90815592,1.0,0.5,0.0301029996658834
2013-12-03 00:05:00,82.45575098,1.0,0.5,0.0301029996658834
2013-12-03 00:10:00,83.02758267,1.0,0.5,0.0301029996658834
2013-12-03 00:15:00,83.36235646,1.0,0.5,0.0301029996658834
2013-12-03 00:20:00,81.88701566,1.0,0.5,0.0301029996658834
2013-12-03 00:25:00,82.88189183,1.0,0.5,0.0301029996658834
2013-12-03 00:30:00,83.57965349,0.95,0.5,0.0301029996658834
2013-12-03 00:35:00,83.76141298,1.0,0.5,0.0301029996658834
2013-12-03 00:40:00,82.30991906,1.0,0.5,0.0301029996658834
2013-12-03 00:45:00,83.05136903,1.0,0.5,0.0301029996658834
2013-12-03 00:50:00,83.26333638,0.825,0.5,0.0301029996658834
2013-12-03 00:55:00,84.09700706,1.0,0.5,0.0301029996658834
2013-12-03 01:00:00,83.5464428,1.0,0.5,0.0301029996658834
2013-12-03 01:05:00,83.48998999,1.0,0.5,0.0301029996658834
2013-12-03 01:10:00,83.43534304,1.0,0.5,0.0301029996658834
2013-12-03 01:15:00,85.18336642,0.975,0.5,0.0301029996658834
2013-12-03 01:20:00,85.34462435,1.0,0.5,0.0301029996658834
2013-12-03 01:25:00,84.67196172,1.0,0.5,0.0301029996658834
2013-12-03 01:30:00,85.30276155,1.0,0.5,0.0301029996658834
2013-12-03 01:35:00,84.34921079,0.925,0.5,0.0301029996658834
2013-12-03 01:40:00,84.55584383,1.0,0.5,0.0301029996658834
2013-12-03 01:45:00,83.7711366,0.45,0.5,0.0301029996658834
2013-12-03 01:50:00,85.29834063,0.7,0.5,0.0301029996658834
2013-12-03 01:55:00,85.40014591,0.975,0.5,0.0301029996658834
2013-12-03 02:00:00,85.10730255,1.0,0.5,0.0301029996658834
2013-12-03 02:05:00,84.97405668,0.675,0.5,0.0301029996658834
2013-12-03 02:10:00,85.43784202,0.825,0.5,0.0301029996658834
2013-12-03 02:15:00,84.83484013,0.65,0.5,0.0301029996658834
2013-12-03 02:20:00,84.94715827,1.0,0.5,0.0301029996658834
2013-12-03 02:25:00,86.16861901,1.0,0.5,0.0301029996658834
2013-12-03 02:30:00,86.37621858,0.9,0.5,0.0301029996658834
2013-12-03 02:35:00,86.3421685,1.0,0.5,0.0301029996658834
2013-12-03 02:40:00,86.61918376,0.9,0.5,0.0301029996658834
2013-12-03 02:45:00,86.30151068,1.0,0.5,0.0301029996658834
2013-12-03 02:50:00,86.57173751,0.85,0.5,0.0301029996658834
2013-12-03 02:55:00,86.48675455,0.275,0.5,0.0301029996658834
2013-12-03 03:00:00,87.52018696,0.425,0.5,0.0301029996658834
2013-12-03 03:05:00,87.00908412,0.55,0.5,0.0301029996658834
2013-12-03 03:10:00,86.96641259,0.4,0.5,0.0301029996658834
2013-12-03 03:15:00,88.62366147,0.725,0.5,0.0301029996658834
2013-12-03 03:20:00,88.59942914,0.825,0.5,0.0301029996658834
2013-12-03 03:25:00,89.44293245,0.775,0.5,0.0301029996658834
2013-12-03 03:30:00,87.98565262,0.7,0.5,0.0301029996658834
2013-12-03 03:35:00,89.75558903,0.55,0.5,0.0301029996658834
2013-12-03 03:40:00,88.80257312,0.9,0.5,0.0301029996658834
2013-12-03 03:45:00,89.7298597,0.825,0.5,0.0301029996658834
2013-12-03 03:50:00,90.22009915,0.35,0.5,0.0301029996658834
2013-12-03 03:55:00,89.44223536,0.175,0.5,0.0301029996658834
2013-12-03 04:00:00,90.50690649,0.55,0.5,0.0301029996658834
2013-12-03 04:05:00,90.89985471,0.95,0.5,0.0301029996658834
2013-12-03 04:10:00,89.52273909,1.0,0.5,0.0301029996658834
2013-12-03 04:15:00,90.79023919,0.375,0.5,0.0301029996658834
2013-12-03 04:20:00,91.52798129,0.375,0.5,0.0301029996658834
2013-12-03 04:25:00,90.30234442,0.65,0.5,0.0301029996658834
2013-12-03 04:30:00,91.69464161,0.425,0.5,0.0301029996658834
2013-12-03 04:35:00,90.61223839,0.55,0.5,0.0301029996658834
2013-12-03 04:40:00,91.35611449,0.475,0.5,0.0301029996658834
2013-12-03 04:45:00,91.1192753,0.2,0.5,0.0301029996658834
2013-12-03 04:50:00,92.2779806,0.25,0.5,0.0301029996658834
2013-12-03 04:55:00,91.93466396,0.475,0.5,0.0301029996658834
2013-12-03 05:00:00,91.26341409,0.6,0.5,0.0301029996658834
2013-12-03 05:05:00,91.03317052,0.5,0.5,0.0301029996658834
2013-12-03 05:10:00,90.54178741,0.225,0.5,0.0301029996658834
2013-12-03 05:15:00,89.31712427,0.45,0.5,0.0301029996658834
2013-12-03 05:20:00,88.60863427,0.75,0.5,0.0301029996658834
2013-12-03 05:25:00,88.00860982,0.975,0.5,0.0301029996658834
2013-12-03 05:30:00,87.9874342,1.0,0.5,0.0301029996658834
2013-12-03 05:35:00,87.62276247,0.375,0.5,0.0301029996658834
2013-12-03 05:40:00,86.35545122,0.6,0.5,0.0301029996658834
2013-12-03 05:45:00,86.69530437,0.975,0.5,0.0301029996658834
2013-12-03 05:50:00,84.67963832,0.725,0.5,0.0301029996658834
2013-12-03 05:55:00,84.07484551,0.95,0.5,0.0301029996658834
2013-12-03 06:00:00,84.35696223,1.0,0.5,0.0301029996658834
2013-12-03 06:05:00,84.58044581,0.475,0.5,0.0301029996658834
2013-12-03 06:10:00,82.68818775,0.425,0.5,0.0301029996658834
2013-12-03 06:15:00,82.69563236,0.875,0.5,0.0301029996658834
2013-12-03 06:20:00,83.76512879,0.575,0.5,0.0301029996658834
2013-12-03 06:25:00,82.98957536,0.3,0.5,0.0301029996658834
2013-12-03 06:30:00,82.23041088,0.35,0.5,0.0301029996658834
2013-12-03 06:35:00,83.88653506,0.225,0.5,0.0301029996658834
2013-12-03 06:40:00,81.89958882,0.425,0.5,0.0301029996658834
2013-12-03 06:45:00,81.51452457,0.675,0.5,0.0301029996658834
2013-12-03 06:50:00,82.75784339,0.775,0.5,0.0301029996658834
2013-12-03 06:55:00,82.38401128,0.3,0.5,0.0301029996658834
2013-12-03 07:00:00,83.21031771,0.2,0.5,0.0301029996658834
2013-12-03 07:05:00,82.8468474,0.2,0.5,0.0301029996658834
2013-12-03 07:10:00,80.83401484,0.3,0.5,0.0301029996658834
2013-12-03 07:15:00,80.57814533,0.6,0.5,0.0301029996658834
2013-12-03 07:20:00,82.38411475,0.4,0.5,0.0301029996658834
2013-12-03 07:25:00,82.14105996,0.1,0.5,0.0301029996658834
2013-12-03 07:30:00,81.51010328,0.075,0.5,0.0301029996658834
2013-12-03 07:35:00,80.32038196,0.225,0.5,0.0301029996658834
2013-12-03 07:40:00,81.37765072,0.225,0.5,0.0301029996658834
2013-12-03 07:45:00,82.57875201,0.05,0.5,0.0301029996658834
2013-12-03 07:50:00,83.67102071,0.125,0.5,0.0301029996658834
2013-12-03 07:55:00,82.31952904,0.075,0.5,0.0301029996658834
2013-12-03 08:00:00,84.00735878,0.225,0.5,0.0301029996658834
2013-12-03 08:05:00,84.15133223,0.65,0.5,0.0301029996658834
2013-12-03 08:10:00,85.42547113,0.75,0.5,0.0301029996658834
2013-12-03 08:15:00,86.54847695,0.85,0.5,0.0301029996658834
2013-12-03 08:20:00,87.29964034,1.0,0.5,0.0301029996658834
2013-12-03 08:25:00,86.08152742,0.925,0.5,0.0301029996658834
2013-12-03 08:30:00,85.88428549,0.3,0.5,0.0301029996658834
2013-12-03 08:35:00,85.56048471,0.575,0.5,0.0301029996658834
2013-12-03 08:40:00,85.13496309,0.675,0.5,0.0301029996658834
2013-12-03 08:45:00,86.6109496,0.4,0.5,0.0301029996658834
2013-12-03 08:50:00,86.15758118,0.05,0.5,0.0301029996658834
2013-12-03 08:55:00,85.23120601,0.175,0.5,0.0301029996658834
2013-12-03 09:00:00,85.93395961,0.25,0.5,0.0301029996658834
2013-12-03 09:05:00,85.11561607,0.1,0.5,0.0301029996658834
2013-12-03 09:10:00,85.86375607,0.0,0.5,0.0301029996658834
2013-12-03 09:15:00,83.48616417,0.225,0.5,0.0301029996658834
2013-12-03 09:20:00,85.48938451,0.375,0.5,0.0301029996658834
2013-12-03 09:25:00,83.14095879,0.4,0.5,0.0301029996658834
2013-12-03 09:30:00,83.35164174,0.65,0.5,0.0301029996658834
2013-12-03 09:35:00,83.69802526,0.35,0.5,0.0301029996658834
2013-12-03 09:40:00,83.80362667,0.15,0.5,0.0301029996658834
